date,track,venue,state
2022-02-26,Mackay,Mackay,QLD
2022-02-26,Morphettville,Morphettville,SA
2022-02-26,Yarra Glen,Yarra Glen,VIC
2022-02-27,Ballarat,Ballarat,VIC
2022-02-27,Lock,Lock,SA
2022-02-28,Hamilton,Hamilton,VIC
2022-02-28,Thangool,Thangool,QLD
2022-03-01,Bendigo,Bendigo,VIC
2022-03-01,Sunshine Coast Poly,Sunshine Coast,QLD
2022-03-02,Balaklava,Balaklava,SA
2022-03-02,Sandown-Hillside,Sandown,VIC
2022-03-02,Sunshine Coast Poly,Sunshine Coast,QLD
2022-03-03,Kyneton,Kyneton,VIC
2022-03-03,Pakenham,Pakenham,VIC
2022-03-04,Ararat,Ararat,VIC
2022-03-04,Moonee Valley,Moonee Valley,VIC
2022-03-04,Port Lincoln,Port Lincoln,SA
2022-03-04,Rockhampton,Rockhampton,QLD
2022-03-04,Sunshine Coast Poly,Sunshine Coast,QLD
2022-03-05,Flemington,Flemington,VIC
2022-03-05,Murray Bridge GH,Murray Bridge GH,SA
2022-03-05,St George,St George,QLD
2022-03-05,Sunshine Coast Poly,Sunshine Coast,QLD
2022-03-05,Toowoomba,Toowoomba,QLD
2022-03-06,Bordertown,Bordertown,SA
2022-03-06,Colac,Colac,VIC
2022-03-06,Sale,Sale,VIC
2022-03-06,Sunshine Coast,Sunshine Coast,QLD
2022-03-08,Ballarat,Ballarat,VIC
2022-03-09,Ipswich,Ipswich,QLD
2022-03-09,Sandown-Hillside,Sandown,VIC
2022-03-10,Kilmore,Kilmore,VIC
2022-03-10,Pakenham,Pakenham,VIC
2022-03-11,Bendigo,Bendigo,VIC
2022-03-11,Cranbourne,Cranbourne,VIC
2022-03-11,Sunshine Coast Poly,Sunshine Coast,QLD
2022-03-12,Eagle Farm,Eagle Farm,QLD
2022-03-12,Flemington,Flemington,VIC
2022-03-12,Gold Coast,Gold Coast,QLD
2022-03-12,Morphettville Parks,Morphettville,SA
2022-03-12,Rockhampton,Rockhampton,QLD
2022-03-12,Toowoomba,Toowoomba,QLD
2022-03-12,Towong,Towong,VIC
2022-03-13,Balnarring,Balnarring,VIC
2022-03-13,Echuca,Echuca,VIC
2022-03-13,Stony Creek,Stony Creek,VIC
2022-03-13,Sunshine Coast,Sunshine Coast,QLD
2022-03-14,Morphettville,Morphettville,SA
2022-03-14,Warrnambool,Warrnambool,VIC
2022-03-15,Ballarat,Ballarat,VIC
2022-03-15,Mackay,Mackay,QLD
2022-03-16,Eagle Farm,Eagle Farm,QLD
2022-03-16,Sandown-Hillside,Sandown,VIC
2022-03-17,Ipswich,Ipswich,QLD
2022-03-17,Kyneton,Kyneton,VIC
2022-03-17,Pakenham,Pakenham,VIC
2022-03-18,Moonee Valley,Moonee Valley,VIC
2022-03-18,Penola,Penola,SA
2022-03-18,Sunshine Coast,Sunshine Coast,QLD
2022-03-18,Terang,Terang,VIC
2022-03-19,Flemington,Flemington,VIC
2022-03-19,Geelong,Geelong,VIC
2022-03-19,Gold Coast,Gold Coast,QLD
2022-03-19,Ipswich,Ipswich,QLD
2022-03-19,Longreach,Longreach,QLD
2022-03-19,Morphettville Parks,Morphettville,SA
2022-03-19,Toowoomba,Toowoomba,QLD
2022-03-20,Sunshine Coast,Sunshine Coast,QLD
2022-03-20,Swan Hill,Swan Hill,VIC
2022-03-20,Yarra Glen,Yarra Glen,VIC
2022-03-21,Chinchilla,Chinchilla,QLD
2022-03-22,Geelong,Geelong,VIC
2022-03-22,Rockhampton,Rockhampton,QLD
2022-03-23,Eagle Farm,Eagle Farm,QLD
2022-03-23,Sandown-Hillside,Sandown,VIC
2022-03-23,Strathalbyn,Strathalbyn,SA
2022-03-24,Ipswich,Ipswich,QLD
2022-03-24,Kilmore,Kilmore,VIC
2022-03-24,Pakenham,Pakenham,VIC
2022-03-25,Moonee Valley,Moonee Valley,VIC
2022-03-25,Toowoomba,Toowoomba,QLD
2022-03-25,Townsville,Townsville,QLD
2022-03-25,Warrnambool,Warrnambool,VIC
2022-03-26,Avoca,Avoca,VIC
2022-03-26,Cairns,Cairns,QLD
2022-03-26,Doomben,Doomben,QLD
2022-03-26,Gold Coast,Gold Coast,QLD
2022-03-26,Healesville,Healesville,VIC
2022-03-26,Mornington,Mornington,VIC
2022-03-26,Morphettville,Morphettville,SA
2022-03-26,Morphettville Parks,Morphettville,SA
2022-03-27,Bairnsdale,Bairnsdale,VIC
2022-03-27,Ballarat,Ballarat,VIC
2022-03-27,Murray Bridge GH,Murray Bridge GH,SA
2022-03-27,Sunshine Coast,Sunshine Coast,QLD
2022-03-29,Benalla,Benalla,VIC
2022-03-30,Oakbank,Oakbank,SA
2022-03-30,Sandown-Hillside,Sandown,VIC
2022-03-31,Ipswich,Ipswich,QLD
2022-03-31,Kyneton,Kyneton,VIC
2022-03-31,Pakenham,Pakenham,VIC
2022-04-01,Cranbourne,Cranbourne,VIC
2022-04-01,Geelong,Geelong,VIC
2022-04-01,Mt Gambier,Mt Gambier,SA
2022-04-01,Rockhampton,Rockhampton,QLD
2022-04-01,Sunshine Coast,Sunshine Coast,QLD
2022-04-02,Ararat,Ararat,VIC
2022-04-02,Bendigo,Bendigo,VIC
2022-04-02,Eagle Farm,Eagle Farm,QLD
2022-04-02,Gold Coast,Gold Coast,QLD
2022-04-02,Kilcoy,Kilcoy,QLD
2022-04-02,Morphettville,Morphettville,SA
2022-04-02,Toowoomba,Toowoomba,QLD
2022-04-03,Gawler,Gawler,SA
2022-04-03,Hamilton,Hamilton,VIC
2022-04-03,Sunshine Coast,Sunshine Coast,QLD
2022-04-04,Doomben,Doomben,QLD
2022-04-04,Mornington,Mornington,VIC
2022-04-05,Ballarat,Ballarat,VIC
2022-04-05,Townsville,Townsville,QLD
2022-04-06,Balaklava,Balaklava,SA
2022-04-06,Ipswich,Ipswich,QLD
2022-04-06,Sandown-Lakeside,Sandown,VIC
2022-04-07,Pakenham,Pakenham,VIC
2022-04-08,Cranbourne,Cranbourne,VIC
2022-04-08,Rockhampton,Rockhampton,QLD
2022-04-08,Wodonga,Wodonga,VIC
2022-04-09,Caulfield,Caulfield,VIC
2022-04-09,Doomben,Doomben,QLD
2022-04-09,Gold Coast,Gold Coast,QLD
2022-04-09,Goondiwindi,Goondiwindi,QLD
2022-04-09,Gympie,Gympie,QLD
2022-04-09,Morphettville,Morphettville,SA
2022-04-09,Rockhampton,Rockhampton,QLD
2022-04-09,Toowoomba,Toowoomba,QLD
2022-04-09,Werribee,Werribee,VIC
2022-04-10,Echuca,Echuca,VIC
2022-04-10,Gawler,Gawler,SA
2022-04-10,Sunshine Coast,Sunshine Coast,QLD
2022-04-10,Terang,Terang,VIC
2022-04-11,Birdsville,Birdsville,QLD
2022-04-11,Swan Hill,Swan Hill,VIC
2022-04-12,Benalla,Benalla,VIC
2022-04-12,Mackay,Mackay,QLD
2022-04-13,Doomben,Doomben,QLD
2022-04-13,Geelong,Geelong,VIC
2022-04-13,Port Lincoln,Port Lincoln,SA
2022-04-14,Pakenham,Pakenham,VIC
2022-04-14,Toowoomba,Toowoomba,QLD
2022-04-14,Townsville,Townsville,QLD
2022-04-15,Sale,Sale,VIC
2022-04-16,Caulfield,Caulfield,VIC
2022-04-16,Clare,Clare,SA
2022-04-16,Eagle Farm,Eagle Farm,QLD
2022-04-16,Gladstone,Gladstone,QLD
2022-04-16,Gold Coast,Gold Coast,QLD
2022-04-16,Kerang,Kerang,VIC
2022-04-16,Nanango,Nanango,QLD
2022-04-16,Oakbank,Oakbank,SA
2022-04-16,Warracknabeal,Warracknabeal,VIC
2022-04-17,Mornington,Mornington,VIC
2022-04-17,Penola,Penola,SA
2022-04-17,Stawell,Stawell,VIC
2022-04-17,Sunshine Coast,Sunshine Coast,QLD
2022-04-18,Augathella,Augathella,QLD
2022-04-18,Oakbank,Oakbank,SA
2022-04-18,Sandown-Lakeside,Sandown,VIC
2022-04-18,Townsville,Townsville,QLD
2022-04-19,Geelong,Geelong,VIC
2022-04-20,Bendigo,Bendigo,VIC
2022-04-20,Ipswich,Ipswich,QLD
2022-04-20,Strathalbyn,Strathalbyn,SA
2022-04-21,Kilmore,Kilmore,VIC
2022-04-21,Pakenham,Pakenham,VIC
2022-04-21,Rockhampton,Rockhampton,QLD
2022-04-22,Cranbourne,Cranbourne,VIC
2022-04-22,Werribee,Werribee,VIC
2022-04-23,Caulfield,Caulfield,VIC
2022-04-23,Dalby,Dalby,QLD
2022-04-23,Doomben,Doomben,QLD
2022-04-23,Gold Coast,Gold Coast,QLD
2022-04-23,Kyneton,Kyneton,VIC
2022-04-23,Morphettville,Morphettville,SA
2022-04-24,Ballarat,Ballarat,VIC
2022-04-24,Sunshine Coast,Sunshine Coast,QLD
2022-04-25,Beaudesert,Beaudesert,QLD
2022-04-25,Flemington,Flemington,VIC
2022-04-25,Gawler,Gawler,SA
2022-04-25,Moe,Moe,VIC
2022-04-26,Mildura,Mildura,VIC
2022-04-27,Ipswich,Ipswich,QLD
2022-04-27,Mt Gambier,Mt Gambier,SA
2022-04-27,Sale,Sale,VIC
2022-04-28,Mornington,Mornington,VIC
2022-04-28,Pakenham,Pakenham,VIC
2022-04-29,Cranbourne,Cranbourne,VIC
2022-04-29,Geelong,Geelong,VIC
2022-04-29,Mt Garnet,Mt Garnet,QLD
2022-04-29,Sunshine Coast,Sunshine Coast,QLD
2022-04-30,Barcaldine,Barcaldine,QLD
2022-04-30,Beaudesert,Beaudesert,QLD
2022-04-30,Eagle Farm,Eagle Farm,QLD
2022-04-30,Horsham,Horsham,VIC
2022-04-30,Morphettville,Morphettville,SA
2022-04-30,Morphettville Parks,Morphettville,SA
2022-04-30,Sandown-Hillside,Sandown,VIC
2022-04-30,Toowoomba,Toowoomba,QLD
2022-05-01,Bairnsdale,Bairnsdale,VIC
2022-05-01,Bendigo,Bendigo,VIC
2022-05-01,Port Augusta,Port Augusta,SA
2022-05-02,Ipswich,Ipswich,QLD
2022-05-02,Werribee,Werribee,VIC
2022-05-03,Warrnambool,Warrnambool,VIC
2022-05-03,Warwick,Warwick,QLD
2022-05-04,Eagle Farm,Eagle Farm,QLD
2022-05-04,Murray Bridge GH,Murray Bridge GH,SA
2022-05-04,Warrnambool,Warrnambool,VIC
2022-05-05,Gatton,Gatton,QLD
2022-05-05,Warrnambool,Warrnambool,VIC
2022-05-06,Cranbourne,Cranbourne,VIC
2022-05-06,Townsville,Townsville,QLD
2022-05-06,Wodonga,Wodonga,VIC
2022-05-07,Caulfield,Caulfield,VIC
2022-05-07,Donald,Donald,VIC
2022-05-07,Gold Coast,Gold Coast,QLD
2022-05-07,Goondiwindi,Goondiwindi,QLD
2022-05-07,Ipswich,Ipswich,QLD
2022-05-07,Morphettville,Morphettville,SA
2022-05-07,Toowoomba,Toowoomba,QLD
2022-05-08,Ballarat,Ballarat,VIC
2022-05-08,Naracoorte,Naracoorte,SA
2022-05-09,Kyneton,Kyneton,VIC
2022-05-10,Sale,Sale,VIC
2022-05-11,Gawler,Gawler,SA
2022-05-11,Sandown-Hillside,Sandown,VIC
2022-05-11,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-12,Kilmore,Kilmore,VIC
2022-05-12,Pakenham,Pakenham,VIC
2022-05-13,Cranbourne,Cranbourne,VIC
2022-05-13,Geelong,Geelong,VIC
2022-05-13,Port Augusta,Port Augusta,SA
2022-05-14,Eagle Farm,Eagle Farm,QLD
2022-05-14,Echuca,Echuca,VIC
2022-05-14,Flemington,Flemington,VIC
2022-05-14,Morphettville,Morphettville,SA
2022-05-14,Morphettville Parks,Morphettville,SA
2022-05-14,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-14,Toowoomba,Toowoomba,QLD
2022-05-15,Bendigo,Bendigo,VIC
2022-05-15,Casterton,Casterton,VIC
2022-05-15,Strathalbyn,Strathalbyn,SA
2022-05-15,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-16,Cairns,Cairns,QLD
2022-05-17,Moe,Moe,VIC
2022-05-17,Toowoomba,Toowoomba,QLD
2022-05-18,Ballarat,Ballarat,VIC
2022-05-18,Mt Gambier,Mt Gambier,SA
2022-05-18,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-19,Pakenham,Pakenham,VIC
2022-05-19,Rockhampton,Rockhampton,QLD
2022-05-19,Stawell,Stawell,VIC
2022-05-20,Cranbourne,Cranbourne,VIC
2022-05-20,Geelong,Geelong,VIC
2022-05-20,Townsville,Townsville,QLD
2022-05-21,Flemington,Flemington,VIC
2022-05-21,Morphettville,Morphettville,SA
2022-05-21,Warracknabeal,Warracknabeal,VIC
2022-05-22,Gawler,Gawler,SA
2022-05-22,Sandown-Lakeside,Sandown,VIC
2022-05-22,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-22,Wangaratta,Wangaratta,VIC
2022-05-23,Ballarat Synthetic,Ballarat,VIC
2022-05-24,Mornington,Mornington,VIC
2022-05-25,Balaklava,Balaklava,SA
2022-05-25,Sale,Sale,VIC
2022-05-26,Kilmore,Kilmore,VIC
2022-05-26,Pakenham Synthetic,Pakenham,VIC
2022-05-27,Ballarat Synthetic,Ballarat,VIC
2022-05-27,Cranbourne,Cranbourne,VIC
2022-05-27,Rockhampton,Rockhampton,QLD
2022-05-27,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-28,Caulfield,Caulfield,VIC
2022-05-28,Chinchilla,Chinchilla,QLD
2022-05-28,Eagle Farm,Eagle Farm,QLD
2022-05-28,Hawker,Hawker,SA
2022-05-28,Mackay,Mackay,QLD
2022-05-28,Murray Bridge GH,Murray Bridge GH,SA
2022-05-28,Sunshine Coast Poly,Sunshine Coast,QLD
2022-05-28,Toowoomba,Toowoomba,QLD
2022-05-28,Wodonga,Wodonga,VIC
2022-05-29,Ballarat,Ballarat,VIC
2022-05-29,Ipswich,Ipswich,QLD
2022-05-29,Mildura,Mildura,VIC
2022-05-29,Mt Gambier,Mt Gambier,SA
2022-05-29,Nanango,Nanango,QLD
2022-05-30,Doomben,Doomben,QLD
2022-05-30,Pakenham Synthetic,Pakenham,VIC
2022-05-31,Hamilton,Hamilton,VIC
2022-05-31,Townsville,Townsville,QLD
2022-06-01,Doomben,Doomben,QLD
2022-06-01,Sandown-Lakeside,Sandown,VIC
2022-06-01,Strathalbyn,Strathalbyn,SA
2022-06-02,Echuca,Echuca,VIC
2022-06-02,Ipswich,Ipswich,QLD
2022-06-03,Pakenham Synthetic,Pakenham,VIC
2022-06-03,Rockhampton,Rockhampton,QLD
2022-06-03,Sunshine Coast,Sunshine Coast,QLD
2022-06-04,Bendigo,Bendigo,VIC
2022-06-04,Eagle Farm,Eagle Farm,QLD
2022-06-04,Flemington,Flemington,VIC
2022-06-04,Gold Coast,Gold Coast,QLD
2022-06-04,Morphettville Parks,Morphettville,SA
2022-06-04,Toowoomba,Toowoomba,QLD
2022-06-05,Geelong,Geelong,VIC
2022-06-05,Moe,Moe,VIC
2022-06-05,Sunshine Coast,Sunshine Coast,QLD
2022-06-06,Ballarat Synthetic,Ballarat,VIC
2022-06-08,Balaklava,Balaklava,SA
2022-06-08,Doomben,Doomben,QLD
2022-06-08,Sale,Sale,VIC
2022-06-09,Ballarat Synthetic,Ballarat,VIC
2022-06-09,Mackay,Mackay,QLD
2022-06-10,Gatton,Gatton,QLD
2022-06-10,Swan Hill,Swan Hill,VIC
2022-06-11,Eagle Farm,Eagle Farm,QLD
2022-06-11,Gayndah,Gayndah,QLD
2022-06-11,Gold Coast,Gold Coast,QLD
2022-06-11,Moranbah,Moranbah,QLD
2022-06-11,Morphettville Parks,Morphettville,SA
2022-06-11,Sandown-Hillside,Sandown,VIC
2022-06-11,Swan Hill,Swan Hill,VIC
2022-06-11,Toowoomba,Toowoomba,QLD
2022-06-11,Townsville,Townsville,QLD
2022-06-12,Casterton,Casterton,VIC
2022-06-12,Port Augusta,Port Augusta,SA
2022-06-12,Sunshine Coast,Sunshine Coast,QLD
2022-06-12,Swan Hill,Swan Hill,VIC
2022-06-13,Cairns,Cairns,QLD
2022-06-13,Mornington,Mornington,VIC
2022-06-13,Murray Bridge GH,Murray Bridge GH,SA
2022-06-14,Ballarat Synthetic,Ballarat,VIC
2022-06-14,Dalby,Dalby,QLD
2022-06-15,Doomben,Doomben,QLD
2022-06-15,Sandown-Hillside,Sandown,VIC
2022-06-15,Strathalbyn,Strathalbyn,SA
2022-06-16,Townsville,Townsville,QLD
2022-06-16,Wangaratta,Wangaratta,VIC
2022-06-17,Geelong,Geelong,VIC
2022-06-17,Sunshine Coast,Sunshine Coast,QLD
2022-06-18,Donald,Donald,VIC
2022-06-18,Flemington,Flemington,VIC
2022-06-18,Gold Coast,Gold Coast,QLD
2022-06-18,Gympie,Gympie,QLD
2022-06-18,Ipswich,Ipswich,QLD
2022-06-18,McKinlay,McKinlay,QLD
2022-06-18,Murray Bridge GH,Murray Bridge GH,SA
2022-06-19,Bendigo,Bendigo,VIC
2022-06-19,Mt Gambier,Mt Gambier,SA
2022-06-19,Sunshine Coast,Sunshine Coast,QLD
2022-06-19,Warrnambool,Warrnambool,VIC
2022-06-20,Ballarat Synthetic,Ballarat,VIC
2022-06-21,Beaudesert,Beaudesert,QLD
2022-06-21,Pakenham Synthetic,Pakenham,VIC
2022-06-22,Cranbourne,Cranbourne,VIC
2022-06-22,Doomben,Doomben,QLD
2022-06-22,Gawler,Gawler,SA
2022-06-23,Moe,Moe,VIC
2022-06-24,Ballarat Synthetic,Ballarat,VIC
2022-06-24,Rockhampton,Rockhampton,QLD
2022-06-25,Caulfield,Caulfield,VIC
2022-06-25,Eagle Farm,Eagle Farm,QLD
2022-06-25,Echuca,Echuca,VIC
2022-06-25,Gatton,Gatton,QLD
2022-06-25,Gladstone,Gladstone,QLD
2022-06-25,Gold Coast,Gold Coast,QLD
2022-06-25,Morphettville,Morphettville,SA
2022-06-25,Nanango,Nanango,QLD
2022-06-26,Casterton,Casterton,VIC
2022-06-26,Donald,Donald,VIC
2022-06-26,Port Augusta,Port Augusta,SA
2022-06-26,Rockhampton,Rockhampton,QLD
2022-06-26,Warwick,Warwick,QLD
2022-06-27,Pakenham Synthetic,Pakenham,VIC
2022-06-28,Ballarat Synthetic,Ballarat,VIC
2022-06-28,Townsville,Townsville,QLD
2022-06-29,Balaklava,Balaklava,SA
2022-06-29,Eagle Farm,Eagle Farm,QLD
2022-06-29,Sandown-Lakeside,Sandown,VIC
2022-06-30,Bendigo,Bendigo,VIC
2022-06-30,Ipswich,Ipswich,QLD
2022-07-01,Geelong,Geelong,VIC
2022-07-02,Flemington,Flemington,VIC
2022-07-02,Murray Bridge GH,Murray Bridge GH,SA
2022-07-02,Sunshine Coast,Sunshine Coast,QLD
2022-07-02,Toowoomba,Toowoomba,QLD
2022-07-02,Wangaratta,Wangaratta,VIC
2022-07-03,Pakenham Synthetic,Pakenham,VIC
2022-07-03,Warrnambool,Warrnambool,VIC
2022-07-04,Warracknabeal,Warracknabeal,VIC
2022-07-05,Ballarat Synthetic,Ballarat,VIC
2022-07-05,Townsville,Townsville,QLD
2022-07-06,Mt Gambier,Mt Gambier,SA
2022-07-06,Sandown-Lakeside,Sandown,VIC
2022-07-06,Sunshine Coast Poly,Sunshine Coast,QLD
2022-07-07,Cranbourne,Cranbourne,VIC
2022-07-08,Rockhampton,Rockhampton,QLD
2022-07-08,Sale,Sale,VIC
2022-07-09,Caulfield,Caulfield,VIC
2022-07-09,Doomben,Doomben,QLD
2022-07-09,Gawler,Gawler,SA
2022-07-09,Home Hill,Home Hill,QLD
2022-07-09,Pakenham Synthetic,Pakenham,VIC
2022-07-09,Rockhampton,Rockhampton,QLD
2022-07-09,Roma,Roma,QLD
2022-07-09,Toowoomba,Toowoomba,QLD
2022-07-10,Ballarat,Ballarat,VIC
2022-07-10,Port Augusta,Port Augusta,SA
2022-07-10,Sunshine Coast Poly,Sunshine Coast,QLD
2022-07-10,Wodonga,Wodonga,VIC
2022-07-11,Donald,Donald,VIC
2022-07-12,Ballarat Synthetic,Ballarat,VIC
2022-07-12,Cairns,Cairns,QLD
2022-07-13,Doomben,Doomben,QLD
2022-07-13,Murray Bridge GH,Murray Bridge GH,SA
2022-07-13,Sandown-Hillside,Sandown,VIC
2022-07-14,Bendigo,Bendigo,VIC
2022-07-14,Ipswich,Ipswich,QLD
2022-07-15,Geelong,Geelong,VIC
2022-07-15,Mackay,Mackay,QLD
2022-07-16,Blackall,Blackall,QLD
2022-07-16,Eagle Farm,Eagle Farm,QLD
2022-07-16,Flemington,Flemington,VIC
2022-07-16,Gold Coast,Gold Coast,QLD
2022-07-16,Gympie,Gympie,QLD
2022-07-16,Moe,Moe,VIC
2022-07-16,Morphettville Parks,Morphettville,SA
2022-07-16,Toowoomba,Toowoomba,QLD
2022-07-17,Murtoa,Murtoa,VIC
2022-07-17,Pakenham,Pakenham,VIC
2022-07-17,Sunshine Coast,Sunshine Coast,QLD
2022-07-18,Warrnambool,Warrnambool,VIC
2022-07-18,Warwick,Warwick,QLD
2022-07-19,Ballarat Synthetic,Ballarat,VIC
2022-07-19,Rockhampton,Rockhampton,QLD
2022-07-20,Gawler,Gawler,SA
2022-07-20,Sandown-Hillside,Sandown,VIC
2022-07-21,Cranbourne,Cranbourne,VIC
2022-07-21,Townsville,Townsville,QLD
2022-07-22,Bordertown,Bordertown,SA
2022-07-22,Gatton,Gatton,QLD
2022-07-22,Mildura,Mildura,VIC
2022-07-23,Bundaberg,Bundaberg,QLD
2022-07-23,Caulfield,Caulfield,VIC
2022-07-23,Doomben,Doomben,QLD
2022-07-23,Emerald,Emerald,QLD
2022-07-23,Longreach,Longreach,QLD
2022-07-23,Mackay,Mackay,QLD
2022-07-23,Mildura,Mildura,VIC
2022-07-23,Morphettville Parks,Morphettville,SA
2022-07-23,Toowoomba,Toowoomba,QLD
2022-07-24,Casterton,Casterton,VIC
2022-07-24,Port Augusta,Port Augusta,SA
2022-07-24,Sale,Sale,VIC
2022-07-24,Sunshine Coast,Sunshine Coast,QLD
2022-07-25,Sunshine Coast Poly,Sunshine Coast,QLD
2022-07-25,Warracknabeal,Warracknabeal,VIC
2022-07-26,Bairnsdale,Bairnsdale,VIC
2022-07-26,Kilcoy,Kilcoy,QLD
2022-07-27,Balaklava,Balaklava,SA
2022-07-27,Doomben,Doomben,QLD
2022-07-27,Sandown-Hillside,Sandown,VIC
2022-07-28,Cairns,Cairns,QLD
2022-07-28,Pakenham Synthetic,Pakenham,VIC
2022-07-29,Echuca,Echuca,VIC
2022-07-29,Ipswich,Ipswich,QLD
2022-07-29,Murray Bridge GH,Murray Bridge GH,SA
2022-07-30,Eagle Farm,Eagle Farm,QLD
2022-07-30,Gold Coast,Gold Coast,QLD
2022-07-30,Moonee Valley,Moonee Valley,VIC
2022-07-30,Morphettville,Morphettville,SA
2022-07-30,Toowoomba,Toowoomba,QLD
2022-07-30,Townsville,Townsville,QLD
2022-07-31,Bendigo,Bendigo,VIC
2022-07-31,Sunshine Coast,Sunshine Coast,QLD
2022-08-01,Pakenham Synthetic,Pakenham,VIC
2022-08-01,Rockhampton,Rockhampton,QLD
2022-08-02,Coleraine,Coleraine,VIC
2022-08-02,Warwick,Warwick,QLD
2022-08-03,Eagle Farm,Eagle Farm,QLD
2022-08-03,Gawler,Gawler,SA
2022-08-03,Geelong,Geelong,VIC
2022-08-04,Cranbourne,Cranbourne,VIC
2022-08-04,Townsville,Townsville,QLD
2022-08-05,Ballarat Synthetic,Ballarat,VIC
2022-08-05,Ipswich,Ipswich,QLD
2022-08-06,Doomben,Doomben,QLD
2022-08-06,Flemington,Flemington,VIC
2022-08-06,Gold Coast,Gold Coast,QLD
2022-08-06,Moe,Moe,VIC
2022-08-06,Murray Bridge GH,Murray Bridge GH,SA
2022-08-06,Roxby Downs,Roxby Downs,SA
2022-08-06,Toowoomba,Toowoomba,QLD
2022-08-06,Townsville,Townsville,QLD
2022-08-06,Yeppoon,Yeppoon,QLD
2022-08-07,Sandown-Lakeside,Sandown,VIC
2022-08-07,Sunshine Coast,Sunshine Coast,QLD
2022-08-07,Swan Hill,Swan Hill,VIC
2022-08-08,Pakenham Synthetic,Pakenham,VIC
2022-08-08,Wangaratta,Wangaratta,VIC
2022-08-09,Ballarat Synthetic,Ballarat,VIC
2022-08-09,Mackay,Mackay,QLD
2022-08-10,Balaklava,Balaklava,SA
2022-08-10,Doomben,Doomben,QLD
2022-08-10,Sandown-Hillside,Sandown,VIC
2022-08-11,Mt Isa,Mt Isa,QLD
2022-08-11,Sale,Sale,VIC
2022-08-12,Geelong,Geelong,VIC
2022-08-12,Ipswich,Ipswich,QLD
2022-08-13,Caulfield,Caulfield,VIC
2022-08-13,Eagle Farm,Eagle Farm,QLD
2022-08-13,Gold Coast,Gold Coast,QLD
2022-08-13,Innisfail,Innisfail,QLD
2022-08-13,Morphettville,Morphettville,SA
2022-08-13,Toowoomba,Toowoomba,QLD
2022-08-13,Wodonga,Wodonga,VIC
2022-08-14,Bendigo,Bendigo,VIC
2022-08-14,Port Augusta,Port Augusta,SA
2022-08-14,Sunshine Coast,Sunshine Coast,QLD
2022-08-15,Pakenham Synthetic,Pakenham,VIC
2022-08-16,Beaudesert,Beaudesert,QLD
2022-08-16,Donald,Donald,VIC
2022-08-17,Cranbourne,Cranbourne,VIC
2022-08-17,Ipswich,Ipswich,QLD
2022-08-17,Morphettville Parks,Morphettville,SA
2022-08-18,Echuca,Echuca,VIC
2022-08-19,Ballarat Synthetic,Ballarat,VIC
2022-08-19,Gatton,Gatton,QLD
2022-08-20,Bowen,Bowen,QLD
2022-08-20,Cairns,Cairns,QLD
2022-08-20,Doomben,Doomben,QLD
2022-08-20,Gold Coast,Gold Coast,QLD
2022-08-20,Gympie,Gympie,QLD
2022-08-20,Moonee Valley,Moonee Valley,VIC
2022-08-20,Murray Bridge GH,Murray Bridge GH,SA
2022-08-20,Quorn,Quorn,SA
2022-08-20,Roma,Roma,QLD
2022-08-20,Toowoomba,Toowoomba,QLD
2022-08-20,Wangaratta,Wangaratta,VIC
2022-08-21,Mildura,Mildura,VIC
2022-08-21,Sale,Sale,VIC
2022-08-21,Sunshine Coast Poly,Sunshine Coast,QLD
2022-08-22,Pakenham Synthetic,Pakenham,VIC
2022-08-23,Mackay,Mackay,QLD
2022-08-23,Warrnambool,Warrnambool,VIC
2022-08-24,Gawler,Gawler,SA
2022-08-24,Ipswich,Ipswich,QLD
2022-08-24,Sandown-Lakeside,Sandown,VIC
2022-08-25,Bendigo,Bendigo,VIC
2022-08-25,Dalby,Dalby,QLD
2022-08-26,Gold Coast,Gold Coast,QLD
2022-08-26,Pakenham Synthetic,Pakenham,VIC
2022-08-27,Betoota,Betoota,QLD
2022-08-27,Cairns,Cairns,QLD
2022-08-27,Caulfield,Caulfield,VIC
2022-08-27,Eagle Farm,Eagle Farm,QLD
2022-08-27,Kilcoy,Kilcoy,QLD
2022-08-27,Morphettville Parks,Morphettville,SA
2022-08-27,Toowoomba,Toowoomba,QLD
2022-08-27,Warracknabeal,Warracknabeal,VIC
2022-08-28,Ballarat,Ballarat,VIC
2022-08-28,Moe,Moe,VIC
2022-08-28,Sunshine Coast,Sunshine Coast,QLD
2022-08-29,Benalla,Benalla,VIC
2022-08-30,Ballarat Synthetic,Ballarat,VIC
2022-08-30,Rockhampton,Rockhampton,QLD
2022-08-31,Ipswich,Ipswich,QLD
2022-08-31,Murray Bridge GH,Murray Bridge GH,SA
2022-08-31,Sandown-Lakeside,Sandown,VIC
2022-09-01,Bowen,Bowen,QLD
2022-09-01,Sale,Sale,VIC
2022-09-02,Mornington,Mornington,VIC
2022-09-03,Birdsville,Birdsville,QLD
2022-09-03,Bundaberg,Bundaberg,QLD
2022-09-03,Doomben,Doomben,QLD
2022-09-03,Gold Coast,Gold Coast,QLD
